filepath,folder,filename,label
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160330_5_00_99_UAUBDADB_0.000_24_4147-246-4416-419-4178-271-4446-444_20-17-20-17_67-67.png,Broken,21-GQ-P600-0002_6_20211203160330_5_00_99_UAUBDADB_0.000_24_4147-246-4416-419-4178-271-4446-444_20-17-20-17_67-67.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160330_5_00_99_UAUBDADB_0.000_72_1974-3106-2171-3327-2023-3124-2203-3360_17-20-17-20_27-27.png,Broken,21-GQ-P600-0002_6_20211203160330_5_00_99_UAUBDADB_0.000_72_1974-3106-2171-3327-2023-3124-2203-3360_17-20-17-20_27-27.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160330_5_00_99_UAUBDADB_0.000_73_2198-2554-2394-2679-2240-2582-2438-2701_19-15-19-15_67-67.png,Broken,21-GQ-P600-0002_6_20211203160330_5_00_99_UAUBDADB_0.000_73_2198-2554-2394-2679-2240-2582-2438-2701_19-15-19-15_67-67.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_31_1597-1395-1832-1539-1642-1423-1873-1564_20-15-20-15_68-68.png,Broken,21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_31_1597-1395-1832-1539-1642-1423-1873-1564_20-15-20-15_68-68.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_41_816-2257-971-2516-860-2288-1018-2543_15-20-15-20_14-14.png,Broken,21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_41_816-2257-971-2516-860-2288-1018-2543_15-20-15-20_14-14.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_65_3965-2462-4128-2647-4014-2485-4169-2670_15-18-15-18_145-145.png,Broken,21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_65_3965-2462-4128-2647-4014-2485-4169-2670_15-18-15-18_145-145.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_66_3318-2896-3507-2992-3364-2919-3556-3019_19-15-19-15_104-104.png,Broken,21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_66_3318-2896-3507-2992-3364-2919-3556-3019_19-15-19-15_104-104.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_81_1728-1224-1931-1356-1765-1241-1953-1358_18-15-18-15_78-78.png,Broken,21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_81_1728-1224-1931-1356-1765-1241-1953-1358_18-15-18-15_78-78.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_8_2252-1796-2463-1956-2295-1820-2505-1979_20-15-20-15_57-57.png,Broken,21-GQ-P600-0002_6_20211203160341_6_00_99_UAUBDADB_0.000_8_2252-1796-2463-1956-2295-1820-2505-1979_20-15-20-15_57-57.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160353_7_00_99_UAUBDADB_0.000_3_4151-225-4357-416-4189-236-4393-432_20-19-20-19_50-50.png,Broken,21-GQ-P600-0002_6_20211203160353_7_00_99_UAUBDADB_0.000_3_4151-225-4357-416-4189-236-4393-432_20-19-20-19_50-50.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160353_7_00_99_UAUBDADB_0.000_72_3693-1397-3921-1518-3736-1414-3966-1539_20-15-20-15_100-100.png,Broken,21-GQ-P600-0002_6_20211203160353_7_00_99_UAUBDADB_0.000_72_3693-1397-3921-1518-3736-1414-3966-1539_20-15-20-15_100-100.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_12_1812-211-2019-342-1852-233-2053-362_20-15-20-15_79-79.png,Broken,21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_12_1812-211-2019-342-1852-233-2053-362_20-15-20-15_79-79.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_13_4160-1418-4366-1535-4199-1437-4408-1552_20-15-20-15_99-99.png,Broken,21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_13_4160-1418-4366-1535-4199-1437-4408-1552_20-15-20-15_99-99.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_16_1983-879-2187-1033-2020-902-2224-1058_20-15-20-15_118-118.png,Broken,21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_16_1983-879-2187-1033-2020-902-2224-1058_20-15-20-15_118-118.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_26_2268-527-2443-747-2306-554-2478-768_17-20-17-20_34-34.png,Broken,21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_26_2268-527-2443-747-2306-554-2478-768_17-20-17-20_34-34.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_58_3605-742-3848-881-3646-755-3890-901_20-15-20-15_85-85.png,Broken,21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_58_3605-742-3848-881-3646-755-3890-901_20-15-20-15_85-85.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_9_3238-3001-3468-3186-3280-3019-3510-3205_20-18-20-18_65-65.png,Broken,21-GQ-P600-0002_6_20211203160404_8_00_99_UAUBDADB_0.000_9_3238-3001-3468-3186-3280-3019-3510-3205_20-18-20-18_65-65.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160416_9_00_99_UAUBDADB_0.000_68_1098-2767-1304-2926-1147-2795-1344-2948_19-15-19-15_78-78.png,Broken,21-GQ-P600-0002_6_20211203160416_9_00_99_UAUBDADB_0.000_68_1098-2767-1304-2926-1147-2795-1344-2948_19-15-19-15_78-78.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160416_9_00_99_UAUBDADB_0.000_8_2498-849-2719-967-2534-871-2756-987_20-15-20-15_77-77.png,Broken,21-GQ-P600-0002_6_20211203160416_9_00_99_UAUBDADB_0.000_8_2498-849-2719-967-2534-871-2756-987_20-15-20-15_77-77.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_16_2879-2612-3081-2823-2922-2636-3122-2839_19-20-19-20_44-44.png,Broken,21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_16_2879-2612-3081-2823-2922-2636-3122-2839_19-20-19-20_44-44.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_17_1661-208-1935-354-1704-239-1967-388_20-15-20-15_73-73.png,Broken,21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_17_1661-208-1935-354-1704-239-1967-388_20-15-20-15_73-73.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_34_3978-400-4234-549-4008-419-4265-566_20-15-20-15_82-82.png,Broken,21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_34_3978-400-4234-549-4008-419-4265-566_20-15-20-15_82-82.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_55_3660-1633-3879-1769-3698-1652-3922-1787_20-15-20-15_78-78.png,Broken,21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_55_3660-1633-3879-1769-3698-1652-3922-1787_20-15-20-15_78-78.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_8_4360-3124-4543-3348-4410-3134-4585-3359_17-20-17-20_25-25.png,Broken,21-GQ-P600-0002_6_20211203160428_10_00_99_UAUBDADB_0.000_8_4360-3124-4543-3348-4410-3134-4585-3359_17-20-17-20_25-25.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160439_11_00_99_UAUBDADB_0.000_21_3826-1469-3959-1727-3862-1485-3998-1746_15-20-15-20_0-0.png,Broken,21-GQ-P600-0002_6_20211203160439_11_00_99_UAUBDADB_0.000_21_3826-1469-3959-1727-3862-1485-3998-1746_15-20-15-20_0-0.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160439_11_00_99_UAUBDADB_0.000_25_2730-1361-2990-1495-2767-1384-3027-1518_20-15-20-15_77-77.png,Broken,21-GQ-P600-0002_6_20211203160439_11_00_99_UAUBDADB_0.000_25_2730-1361-2990-1495-2767-1384-3027-1518_20-15-20-15_77-77.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160451_12_00_99_UAUBDADB_0.000_40_1689-2968-1848-3222-1732-2989-1891-3244_15-20-15-20_157-157.png,Broken,21-GQ-P600-0002_6_20211203160451_12_00_99_UAUBDADB_0.000_40_1689-2968-1848-3222-1732-2989-1891-3244_15-20-15-20_157-157.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160451_12_00_99_UAUBDADB_0.000_62_3758-766-3979-906-3801-778-4018-924_20-15-20-15_80-80.png,Broken,21-GQ-P600-0002_6_20211203160451_12_00_99_UAUBDADB_0.000_62_3758-766-3979-906-3801-778-4018-924_20-15-20-15_80-80.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160451_12_00_99_UAUBDADB_0.000_63_2590-2992-2775-3155-2634-3015-2817-3181_18-16-18-16_135-135.png,Broken,21-GQ-P600-0002_6_20211203160451_12_00_99_UAUBDADB_0.000_63_2590-2992-2775-3155-2634-3015-2817-3181_18-16-18-16_135-135.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160502_13_00_99_UAUBDADB_0.000_30_4076-653-4309-770-4120-666-4346-786_20-15-20-15_80-80.png,Broken,21-GQ-P600-0002_6_20211203160502_13_00_99_UAUBDADB_0.000_30_4076-653-4309-770-4120-666-4346-786_20-15-20-15_80-80.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160514_14_00_99_UAUBDADB_0.000_55_4360-2829-4498-3092-4403-2850-4542-3102_15-20-15-20_16-16.png,Broken,21-GQ-P600-0002_6_20211203160514_14_00_99_UAUBDADB_0.000_55_4360-2829-4498-3092-4403-2850-4542-3102_15-20-15-20_16-16.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160537_16_00_99_UAUBDADB_0.000_16_1984-1444-2179-1644-2027-1474-2219-1670_19-19-19-19_135-135.png,Broken,21-GQ-P600-0002_6_20211203160537_16_00_99_UAUBDADB_0.000_16_1984-1444-2179-1644-2027-1474-2219-1670_19-19-19-19_135-135.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160548_17_00_99_UAUBDADB_137.459_15_1913-1805-2190-1962-1955-1832-2232-1986_20-15-20-15_108-108.png,Broken,21-GQ-P600-0002_6_20211203160548_17_00_99_UAUBDADB_137.459_15_1913-1805-2190-1962-1955-1832-2232-1986_20-15-20-15_108-108.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160548_17_00_99_UAUBDADB_137.459_25_3282-1494-3510-1617-3323-1517-3547-1637_20-15-20-15_107-107.png,Broken,21-GQ-P600-0002_6_20211203160548_17_00_99_UAUBDADB_137.459_25_3282-1494-3510-1617-3323-1517-3547-1637_20-15-20-15_107-107.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160548_17_00_99_UAUBDADB_137.459_53_3118-2183-3219-2419-3161-2205-3260-2439_15-20-15-20_173-173.png,Broken,21-GQ-P600-0002_6_20211203160548_17_00_99_UAUBDADB_137.459_53_3118-2183-3219-2419-3161-2205-3260-2439_15-20-15-20_173-173.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160600_18_00_99_UAUBDADB_0.000_28_742-678-918-880-789-705-956-914_16-20-16-20_144-144.png,Broken,21-GQ-P600-0002_6_20211203160600_18_00_99_UAUBDADB_0.000_28_742-678-918-880-789-705-956-914_16-20-16-20_144-144.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_19_4285-1144-4433-1390-4329-1161-4473-1410_15-20-15-20_165-165.png,Broken,21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_19_4285-1144-4433-1390-4329-1161-4473-1410_15-20-15-20_165-165.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_22_1854-2932-2008-3130-1897-2945-2050-3157_15-20-15-20_27-27.png,Broken,21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_22_1854-2932-2008-3130-1897-2945-2050-3157_15-20-15-20_27-27.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_36_3959-531-4116-762-3993-553-4148-782_15-20-15-20_22-22.png,Broken,21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_36_3959-531-4116-762-3993-553-4148-782_15-20-15-20_22-22.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_3_4620-1056-4789-1282-4663-1074-4819-1299_15-20-15-20_25-25.png,Broken,21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_3_4620-1056-4789-1282-4663-1074-4819-1299_15-20-15-20_25-25.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_41_4582-2724-4702-2941-4626-2741-4746-2962_15-20-15-20_13-13.png,Broken,21-GQ-P600-0002_6_20211203160612_19_00_99_UAUBDADB_137.459_41_4582-2724-4702-2941-4626-2741-4746-2962_15-20-15-20_13-13.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160623_20_00_99_UAUBDADB_0.000_40_4072-2980-4205-3252-4120-2996-4246-3265_15-20-15-20_0-0.png,Broken,21-GQ-P600-0002_6_20211203160623_20_00_99_UAUBDADB_0.000_40_4072-2980-4205-3252-4120-2996-4246-3265_15-20-15-20_0-0.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160623_20_00_99_UAUBDADB_0.000_65_3499-2166-3719-2245-3544-2192-3772-2265_20-15-20-15_90-90.png,Broken,21-GQ-P600-0002_6_20211203160623_20_00_99_UAUBDADB_0.000_65_3499-2166-3719-2245-3544-2192-3772-2265_20-15-20-15_90-90.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160623_20_00_99_UAUBDADB_0.000_8_4558-1399-4734-1609-4600-1418-4774-1628_17-20-17-20_37-37.png,Broken,21-GQ-P600-0002_6_20211203160623_20_00_99_UAUBDADB_0.000_8_4558-1399-4734-1609-4600-1418-4774-1628_17-20-17-20_37-37.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160635_21_00_99_UAUBDADB_0.000_11_4621-2398-4833-2574-4672-2416-4865-2586_19-17-19-17_50-50.png,Broken,21-GQ-P600-0002_6_20211203160635_21_00_99_UAUBDADB_0.000_11_4621-2398-4833-2574-4672-2416-4865-2586_19-17-19-17_50-50.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160635_21_00_99_UAUBDADB_0.000_67_2262-373-2556-523-2306-400-2593-551_20-15-20-15_86-86.png,Broken,21-GQ-P600-0002_6_20211203160635_21_00_99_UAUBDADB_0.000_67_2262-373-2556-523-2306-400-2593-551_20-15-20-15_86-86.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160646_22_00_99_UAUBDADB_98.726_14_4764-2794-4942-2973-4816-2814-4995-2992_17-17-17-17_42-42.png,Broken,21-GQ-P600-0002_6_20211203160646_22_00_99_UAUBDADB_98.726_14_4764-2794-4942-2973-4816-2814-4995-2992_17-17-17-17_42-42.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160646_22_00_99_UAUBDADB_98.726_58_3468-1769-3699-1889-3516-1788-3738-1909_20-15-20-15_71-71.png,Broken,21-GQ-P600-0002_6_20211203160646_22_00_99_UAUBDADB_98.726_58_3468-1769-3699-1889-3516-1788-3738-1909_20-15-20-15_71-71.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160646_22_00_99_UAUBDADB_98.726_7_1727-2290-1943-2519-1778-2318-1983-2541_20-20-20-20_137-137.png,Broken,21-GQ-P600-0002_6_20211203160646_22_00_99_UAUBDADB_98.726_7_1727-2290-1943-2519-1778-2318-1983-2541_20-20-20-20_137-137.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_27_3530-2139-3762-2271-3571-2157-3801-2291_20-15-20-15_111-111.png,Broken,21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_27_3530-2139-3762-2271-3571-2157-3801-2291_20-15-20-15_111-111.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_36_2736-3124-2861-3350-2780-3149-2905-3371_15-20-15-20_20-20.png,Broken,21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_36_2736-3124-2861-3350-2780-3149-2905-3371_15-20-15-20_20-20.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_38_3888-1177-4013-1409-3926-1192-4052-1431_15-20-15-20_16-16.png,Broken,21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_38_3888-1177-4013-1409-3926-1192-4052-1431_15-20-15-20_16-16.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_9_2142-1234-2402-1395-2181-1257-2442-1419_20-16-20-16_75-75.png,Broken,21-GQ-P600-0002_6_20211203160658_23_00_99_UAUBDADB_0.000_9_2142-1234-2402-1395-2181-1257-2442-1419_20-16-20-16_75-75.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160709_24_00_99_UAUBDADB_0.000_11_4269-1161-4515-1303-4317-1179-4561-1316_20-15-20-15_76-76.png,Broken,21-GQ-P600-0002_6_20211203160709_24_00_99_UAUBDADB_0.000_11_4269-1161-4515-1303-4317-1179-4561-1316_20-15-20-15_76-76.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_42_2700-913-2938-1047-2737-931-2981-1068_20-15-20-15_112-112.png,Broken,21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_42_2700-913-2938-1047-2737-931-2981-1068_20-15-20-15_112-112.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_47_887-2488-1160-2637-932-2516-1206-2669_20-15-20-15_94-94.png,Broken,21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_47_887-2488-1160-2637-932-2516-1206-2669_20-15-20-15_94-94.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_58_2893-1730-3156-1854-2940-1752-3199-1877_20-15-20-15_83-83.png,Broken,21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_58_2893-1730-3156-1854-2940-1752-3199-1877_20-15-20-15_83-83.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_63_3083-2784-3298-2959-3127-2804-3341-2972_20-16-20-16_124-124.png,Broken,21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_63_3083-2784-3298-2959-3127-2804-3341-2972_20-16-20-16_124-124.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_9_4525-550-4763-747-4564-569-4787-771_20-20-20-20_54-54.png,Broken,21-GQ-P600-0002_6_20211203160721_25_00_99_UAUBDADB_0.000_9_4525-550-4763-747-4564-569-4787-771_20-20-20-20_54-54.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_28_628-2892-823-3093-681-2911-879-3120_19-20-19-20_143-143.png,Broken,21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_28_628-2892-823-3093-681-2911-879-3120_19-20-19-20_143-143.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_2_3718-1345-3965-1473-3758-1366-4004-1491_20-15-20-15_95-95.png,Broken,21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_2_3718-1345-3965-1473-3758-1366-4004-1491_20-15-20-15_95-95.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_36_2004-298-2221-484-2043-329-2258-508_20-17-20-17_125-125.png,Broken,21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_36_2004-298-2221-484-2043-329-2258-508_20-17-20-17_125-125.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_6_2263-265-2518-423-2302-287-2555-451_20-16-20-16_109-109.png,Broken,21-GQ-P600-0002_6_20211203160732_26_00_99_UAUBDADB_0.000_6_2263-265-2518-423-2302-287-2555-451_20-16-20-16_109-109.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160744_27_00_99_UAUBDADB_0.000_40_2356-2242-2589-2350-2395-2267-2633-2371_20-15-20-15_83-83.png,Broken,21-GQ-P600-0002_6_20211203160744_27_00_99_UAUBDADB_0.000_40_2356-2242-2589-2350-2395-2267-2633-2371_20-15-20-15_83-83.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160744_27_00_99_UAUBDADB_0.000_55_3233-138-3377-384-3269-170-3410-401_15-20-15-20_163-163.png,Broken,21-GQ-P600-0002_6_20211203160744_27_00_99_UAUBDADB_0.000_55_3233-138-3377-384-3269-170-3410-401_15-20-15-20_163-163.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160755_28_00_99_UAUBDADB_137.459_37_3550-2118-3733-2317-3595-2140-3771-2336_17-19-17-19_41-41.png,Broken,21-GQ-P600-0002_6_20211203160755_28_00_99_UAUBDADB_137.459_37_3550-2118-3733-2317-3595-2140-3771-2336_17-19-17-19_41-41.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160807_29_00_99_UAUBDADB_0.000_24_1531-2353-1746-2495-1570-2380-1789-2522_20-15-20-15_67-67.png,Broken,21-GQ-P600-0002_6_20211203160807_29_00_99_UAUBDADB_0.000_24_1531-2353-1746-2495-1570-2380-1789-2522_20-15-20-15_67-67.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160807_29_00_99_UAUBDADB_0.000_25_928-573-1191-707-972-604-1230-734_20-15-20-15_95-95.png,Broken,21-GQ-P600-0002_6_20211203160807_29_00_99_UAUBDADB_0.000_25_928-573-1191-707-972-604-1230-734_20-15-20-15_95-95.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160807_29_00_99_UAUBDADB_0.000_31_4470-1389-4700-1530-4506-1407-4741-1547_20-15-20-15_90-90.png,Broken,21-GQ-P600-0002_6_20211203160807_29_00_99_UAUBDADB_0.000_31_4470-1389-4700-1530-4506-1407-4741-1547_20-15-20-15_90-90.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_24_2581-2972-2795-3123-2626-2988-2837-3146_20-15-20-15_77-77.png,Broken,21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_24_2581-2972-2795-3123-2626-2988-2837-3146_20-15-20-15_77-77.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_30_1763-2335-1916-2620-1815-2358-1959-2643_15-20-15-20_170-170.png,Broken,21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_30_1763-2335-1916-2620-1815-2358-1959-2643_15-20-15-20_170-170.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_33_1860-2973-2006-3245-1903-2997-2052-3260_15-20-15-20_9-9.png,Broken,21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_33_1860-2973-2006-3245-1903-2997-2052-3260_15-20-15-20_9-9.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_48_2549-1033-2831-1158-2586-1059-2869-1180_20-15-20-15_90-90.png,Broken,21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_48_2549-1033-2831-1158-2586-1059-2869-1180_20-15-20-15_90-90.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_56_3330-547-3556-678-3374-568-3587-689_20-15-20-15_85-85.png,Broken,21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_56_3330-547-3556-678-3374-568-3587-689_20-15-20-15_85-85.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_71_2593-1201-2821-1324-2629-1226-2864-1346_20-15-20-15_90-90.png,Broken,21-GQ-P600-0002_6_20211203160819_30_00_99_UAUBDADB_0.000_71_2593-1201-2821-1324-2629-1226-2864-1346_20-15-20-15_90-90.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160830_31_00_99_UAUBDADB_0.000_2_3663-2598-3920-2769-3711-2618-3966-2793_20-17-20-17_76-76.png,Broken,21-GQ-P600-0002_6_20211203160830_31_00_99_UAUBDADB_0.000_2_3663-2598-3920-2769-3711-2618-3966-2793_20-17-20-17_76-76.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160853_33_00_99_UAUBDADB_0.000_40_4806-794-4938-1039-4846-812-4976-1061_15-20-15-20_10-10.png,Broken,21-GQ-P600-0002_6_20211203160853_33_00_99_UAUBDADB_0.000_40_4806-794-4938-1039-4846-812-4976-1061_15-20-15-20_10-10.png,broken
E:\Sample Data Cropped\Broken\21-GQ-P600-0002_6_20211203160853_33_00_99_UAUBDADB_0.000_56_2985-2051-3250-2209-3026-2073-3293-2227_20-15-20-15_75-75.png,Broken,21-GQ-P600-0002_6_20211203160853_33_00_99_UAUBDADB_0.000_56_2985-2051-3250-2209-3026-2073-3293-2227_20-15-20-15_75-75.png,broken
